ID,Source_File,Date,Category_Large,Category_Medium,Symptom,Action_Taken,Tags
"bsod-full-38","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CORRUPT_WITH_AUTOCHK (0x00000028) - 부팅 autochk 실행 중 무결성 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CORRUPT_WITH_AUTOCHK,0x00000028,소프트웨어,OS"
"bsod-full-39","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_AUTO_BOOST_INVALID_LOCK (0x00000029) - 커널 오토 부스트 잠금 무효. 락 오너십 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_AUTO_BOOST_INVALID_LOCK,0x00000029,소프트웨어,OS"
"bsod-full-40","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_AUTO_BOOST_LOCK_ACQUISITION_WITH_RAISED_IRQL (0x0000002A) - 상승된 IRQL에서 오토 부스트 락 취득 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_AUTO_BOOST_LOCK_ACQUISITION_WITH_RAISED_IRQL,0x0000002A,소프트웨어,OS"
"bsod-full-41","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PANIC_STACK_SWITCH (0x0000002B) - 커널 스택 전환 실패 패닉.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PANIC_STACK_SWITCH,0x0000002B,소프트웨어,OS"
"bsod-full-42","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KMODE_EXCEPTION_NOT_HANDLED_M (0x0000002C) - 커널 모드 미처리 예외 (섀도 덤프).","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KMODE_EXCEPTION_NOT_HANDLED_M,0x0000002C,소프트웨어,OS"
"bsod-full-43","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: KERNEL_EXPANSION_STACK_OVERFLOW (0x0000002D) - 커널 확장 스택 오버플로우. 무한 재귀 함수 호출.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,KERNEL_EXPANSION_STACK_OVERFLOW,0x0000002D,소프트웨어,OS"
"bsod-full-44","Microsoft 공식 레퍼런스","2026-08-07","하드웨어","하드웨어","Windows 11 Stop Code 블루스크린 오류: DATA_BUS_ERROR (0x0000002E) - RAM/메인보드 데이터 버스 패리티 오류.","1. RAM/CPU 슬롯 청소 및 물리 수리 2. BIOS 설정 초기화 (Load Default) 3. 파워서플라이 및 하드웨어 점검/교체","Windows11,BSOD,블루스크린,DATA_BUS_ERROR,0x0000002E,하드웨어,하드웨어"
"bsod-full-45","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INSTRUCTION_BUS_ERROR (0x0000002F) - CPU 명령어 버스 파수 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INSTRUCTION_BUS_ERROR,0x0000002F,소프트웨어,OS"
"bsod-full-46","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PHASE0_INITIALIZATION_FAILED (0x00000031) - Windows 커널 Phase 0 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PHASE0_INITIALIZATION_FAILED,0x00000031,소프트웨어,OS"
"bsod-full-47","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PHASE1_INITIALIZATION_FAILED (0x00000032) - Windows 커널 Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PHASE1_INITIALIZATION_FAILED,0x00000032,소프트웨어,OS"
"bsod-full-48","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: UNEXPECTED_INITIALIZATION_CALL (0x00000033) - 예기치 않은 초기화 호출.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,UNEXPECTED_INITIALIZATION_CALL,0x00000033,소프트웨어,OS"
"bsod-full-49","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CACHE_MANAGER (0x00000034) - Windows 캐시 관리자 커널 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CACHE_MANAGER,0x00000034,소프트웨어,OS"
"bsod-full-50","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: NO_MORE_IRP_STACK_LOCATIONS (0x00000035) - IRP 드라이버 스택 위치 고갈.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,NO_MORE_IRP_STACK_LOCATIONS,0x00000035,소프트웨어,OS"
"bsod-full-51","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DEVICE_REFERENCE_COUNT_NOT_ZERO (0x00000036) - 디바이스 언로드 시 참조 카운트 0 아님.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DEVICE_REFERENCE_COUNT_NOT_ZERO,0x00000036,소프트웨어,OS"
"bsod-full-52","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: FLOPPY_INTERNAL_ERROR (0x00000037) - 플로피 디바이스 내부 커널 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,FLOPPY_INTERNAL_ERROR,0x00000037,소프트웨어,OS"
"bsod-full-53","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SERIAL_DRIVER_INTERNAL (0x00000038) - 시리얼 포트 드라이버 내부 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SERIAL_DRIVER_INTERNAL,0x00000038,소프트웨어,OS"
"bsod-full-54","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SYSTEM_EXIT_OWNED_MUTEX (0x00000039) - 시스템 스레드 종료 시 소유 뮤텍스 미해제.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SYSTEM_EXIT_OWNED_MUTEX,0x00000039,소프트웨어,OS"
"bsod-full-55","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SYSTEM_UNSCANED_FREE_POOL (0x0000003A) - 미검사 커널 프리 풀 해제 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SYSTEM_UNSCANED_FREE_POOL,0x0000003A,소프트웨어,OS"
"bsod-full-57","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INTERRUPT_UNWIND_ATTEMPTED (0x0000003C) - 인터럽트 언와인드 시도 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INTERRUPT_UNWIND_ATTEMPTED,0x0000003C,소프트웨어,OS"
"bsod-full-58","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INTERRUPT_EXCEPTION_NOT_HANDLED (0x0000003D) - 인터럽트 처리기 예외 미처리.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INTERRUPT_EXCEPTION_NOT_HANDLED,0x0000003D,소프트웨어,OS"
"bsod-full-59","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MULTIPROCESSOR_CONFIGURATION_NOT_SUPPORTED (0x0000003E) - 지원되지 않는 다중 프로세서 코어 설정.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MULTIPROCESSOR_CONFIGURATION_NOT_SUPPORTED,0x0000003E,소프트웨어,OS"
"bsod-full-60","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: NO_MORE_SYSTEM_PTES (0x0000003F) - 시스템 PTE(Page Table Entry) 고갈. 메모리 공간 부족.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,NO_MORE_SYSTEM_PTES,0x0000003F,소프트웨어,OS"
"bsod-full-61","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: TARGET_MDL_TOO_SMALL (0x00000040) - 타겟 MDL 메모리 설명자 크기 부족.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,TARGET_MDL_TOO_SMALL,0x00000040,소프트웨어,OS"
"bsod-full-62","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MUST_SUCCEED_POOL_EMPTY (0x00000041) - Must Succeed 커널 풀 고갈.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MUST_SUCCEED_POOL_EMPTY,0x00000041,소프트웨어,OS"
"bsod-full-63","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: ATDISK_DRIVER_INTERNAL (0x00000042) - AT 디스크 드라이버 내부 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,ATDISK_DRIVER_INTERNAL,0x00000042,소프트웨어,OS"
"bsod-full-64","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: NO_SUCH_PARTITION (0x00000043) - 부팅 지정 파티션 찾을 수 없음.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,NO_SUCH_PARTITION,0x00000043,소프트웨어,OS"
"bsod-full-65","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MULTIPLE_IRP_COMPLETE_REQUESTS (0x00000044) - 드라이버가 동일 IRP 요청을 중복 완료 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MULTIPLE_IRP_COMPLETE_REQUESTS,0x00000044,소프트웨어,OS"
"bsod-full-66","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INSUFFICIENT_SYSTEM_MAP_RESOURCES (0x00000045) - 시스템 맵 리소스 부족.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INSUFFICIENT_SYSTEM_MAP_RESOURCES,0x00000045,소프트웨어,OS"
"bsod-full-67","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DEREFERENCE_BUS_INTERFACE (0x00000046) - 버스 인터페이스 역참조 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DEREFERENCE_BUS_INTERFACE,0x00000046,소프트웨어,OS"
"bsod-full-68","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DEREFERENCE_EXTENDED_PROFILE (0x00000047) - 확장 프로필 역참조 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DEREFERENCE_EXTENDED_PROFILE,0x00000047,소프트웨어,OS"
"bsod-full-69","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CANCEL_STATE_IN_COMPLETED_IRP (0x00000048) - 완료된 IRP 취소 상태 오류.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CANCEL_STATE_IN_COMPLETED_IRP,0x00000048,소프트웨어,OS"
"bsod-full-70","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PAGE_FAULT_WITH_INTERRUPTS_OFF (0x00000049) - 인터럽트 차단 상태에서 페이징 파실 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PAGE_FAULT_WITH_INTERRUPTS_OFF,0x00000049,소프트웨어,OS"
"bsod-full-71","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: IRQL_GT_ZERO_AT_SYSTEM_SERVICE (0x0000004A) - 시스템 서비스 완료 시 IRQL 0 초과 상태.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,IRQL_GT_ZERO_AT_SYSTEM_SERVICE,0x0000004A,소프트웨어,OS"
"bsod-full-72","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: STREAMS_INTERNAL_ERROR (0x0000004B) - 스트림 내부 커널 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,STREAMS_INTERNAL_ERROR,0x0000004B,소프트웨어,OS"
"bsod-full-73","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: FATAL_UNHANDLED_HARD_ERROR (0x0000004C) - 치명적인 미처리 하드웨어 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,FATAL_UNHANDLED_HARD_ERROR,0x0000004C,소프트웨어,OS"
"bsod-full-74","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: NO_PAGES_AVAILABLE (0x0000004D) - 사용 가능 물리 메모리 페이지 고갈.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,NO_PAGES_AVAILABLE,0x0000004D,소프트웨어,OS"
"bsod-full-75","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PFN_LIST_CORRUPT (0x0000004E) - Page Frame Number 메모리 리스트 구조체 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PFN_LIST_CORRUPT,0x0000004E,소프트웨어,OS"
"bsod-full-76","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: NDIS_INTERNAL_ERROR (0x0000004F) - NDIS 네트워크 드라이버 인터페이스 내부 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,NDIS_INTERNAL_ERROR,0x0000004F,소프트웨어,OS"
"bsod-full-78","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: REGISTRY_ERROR (0x00000051) - Windows 레지스트리 Hive 파일 시스템 커널 읽기/쓰기 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,REGISTRY_ERROR,0x00000051,소프트웨어,OS"
"bsod-full-79","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MAILSLOT_TECHNICAL_ERROR (0x00000052) - 메일슬롯 파일 시스템 커널 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MAILSLOT_TECHNICAL_ERROR,0x00000052,소프트웨어,OS"
"bsod-full-80","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: FTDISK_INTERNAL_ERROR (0x00000058) - FTDisk 볼륨 드라이버 커널 결함.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,FTDISK_INTERNAL_ERROR,0x00000058,소프트웨어,OS"
"bsod-full-81","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: HAL_INITIALIZATION_FAILED (0x0000005C) - HAL(Hardware Abstraction Layer) 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,HAL_INITIALIZATION_FAILED,0x0000005C,소프트웨어,OS"
"bsod-full-82","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: UNSUPPORTED_PROCESSOR (0x0000005D) - Windows 11 미지원 명령 집합 프로세서.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,UNSUPPORTED_PROCESSOR,0x0000005D,소프트웨어,OS"
"bsod-full-83","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: OBJECT_INITIALIZATION_FAILED (0x0000005E) - 커널 개체 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,OBJECT_INITIALIZATION_FAILED,0x0000005E,소프트웨어,OS"
"bsod-full-84","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SECURITY_INITIALIZATION_FAILED (0x0000005F) - 커널 보안 시스템 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SECURITY_INITIALIZATION_FAILED,0x0000005F,소프트웨어,OS"
"bsod-full-85","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PROCESS_INITIALIZATION_FAILED (0x00000060) - 시스템 프로세스 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PROCESS_INITIALIZATION_FAILED,0x00000060,소프트웨어,OS"
"bsod-full-86","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: HAL1_INITIALIZATION_FAILED (0x00000061) - HAL Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,HAL1_INITIALIZATION_FAILED,0x00000061,소프트웨어,OS"
"bsod-full-87","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: OBJECT1_INITIALIZATION_FAILED (0x00000062) - 커널 개체 Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,OBJECT1_INITIALIZATION_FAILED,0x00000062,소프트웨어,OS"
"bsod-full-88","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SECURITY1_INITIALIZATION_FAILED (0x00000063) - 보안 서브시스템 Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SECURITY1_INITIALIZATION_FAILED,0x00000063,소프트웨어,OS"
"bsod-full-89","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SYMBOLIC_INITIALIZATION_FAILED (0x00000064) - 심볼릭 링크 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SYMBOLIC_INITIALIZATION_FAILED,0x00000064,소프트웨어,OS"
"bsod-full-90","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MEMORY1_INITIALIZATION_FAILED (0x00000065) - 메모리 관리자 Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MEMORY1_INITIALIZATION_FAILED,0x00000065,소프트웨어,OS"
"bsod-full-91","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CONFIG_INITIALIZATION_FAILED (0x00000066) - 시스템 레지스트리 구성 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CONFIG_INITIALIZATION_FAILED,0x00000066,소프트웨어,OS"
"bsod-full-92","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: FILE1_INITIALIZATION_FAILED (0x00000067) - 파일 시스템 Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,FILE1_INITIALIZATION_FAILED,0x00000067,소프트웨어,OS"
"bsod-full-93","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: IO1_INITIALIZATION_FAILED (0x00000068) - I/O 관리자 Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,IO1_INITIALIZATION_FAILED,0x00000068,소프트웨어,OS"
"bsod-full-94","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: PROCESS1_INITIALIZATION_FAILED (0x00000069) - 프로세스 관리자 Phase 1 초기화 실패.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,PROCESS1_INITIALIZATION_FAILED,0x00000069,소프트웨어,OS"
